# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 14 21:31:11 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_rade < 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,sy_dist
2579,Kepler-1525 b,Kepler-1525,1,1,Transit,2016,Kepler,0,0.910,382.9890000
2580,Kepler-1526 b,Kepler-1526,1,1,Transit,2016,Kepler,0,2.430,555.5740000
2581,Kepler-1527 b,Kepler-1527,1,1,Transit,2016,Kepler,0,4.770,1842.1300000
2582,Kepler-1528 b,Kepler-1528,1,1,Transit,2016,Kepler,0,1.460,817.5340000
2583,Kepler-1529 b,Kepler-1529,1,1,Transit,2016,Kepler,0,2.100,661.0140000
2584,Kepler-153 b,Kepler-153,1,2,Transit,2014,Kepler,0,2.920,459.3680000
2585,Kepler-153 c,Kepler-153,1,2,Transit,2014,Kepler,0,2.530,459.3680000
2586,Kepler-1530 b,Kepler-1530,1,3,Transit,2016,Kepler,0,1.640,489.8760000
2587,Kepler-1530 c,Kepler-1530,1,3,Transit,2016,Kepler,0,1.650,489.8760000
2588,Kepler-1530 d,Kepler-1530,1,3,Transit,2021,Kepler,0,3.279,489.8760000
2589,Kepler-1531 b,Kepler-1531,1,1,Transit,2016,Kepler,0,1.110,666.3340000
2590,Kepler-1532 b,Kepler-1532,1,1,Transit,2016,Kepler,0,1.350,798.2460000
2591,Kepler-1533 b,Kepler-1533,1,1,Transit,2016,Kepler,0,3.460,966.8010000
2592,Kepler-1534 b,Kepler-1534,1,1,Transit,2016,Kepler,0,1.890,1107.0000000
2593,Kepler-1535 b,Kepler-1535,1,1,Transit,2016,Kepler,0,2.550,897.7330000
2594,Kepler-1536 b,Kepler-1536,1,1,Transit,2016,Kepler,0,3.140,387.2480000
2595,Kepler-1537 b,Kepler-1537,1,1,Transit,2016,Kepler,0,1.180,517.2920000
2596,Kepler-1538 b,Kepler-1538,1,1,Transit,2016,Kepler,0,2.820,1125.3000000
2597,Kepler-1539 b,Kepler-1539,1,1,Transit,2016,Kepler,0,2.700,748.3260000
2598,Kepler-154 b,Kepler-154,1,5,Transit,2014,Kepler,0,2.260,915.2120000
2599,Kepler-154 c,Kepler-154,1,5,Transit,2014,Kepler,0,2.950,915.2120000
2600,Kepler-154 d,Kepler-154,1,5,Transit,2016,Kepler,0,3.840,915.2120000
2601,Kepler-154 e,Kepler-154,1,5,Transit,2016,Kepler,0,1.500,915.2120000
2602,Kepler-154 f,Kepler-154,1,5,Transit,2016,Kepler,0,1.500,915.2120000
2603,Kepler-1540 b,Kepler-1540,2,1,Transit,2016,Kepler,0,2.490,244.9600000
2604,Kepler-1541 b,Kepler-1541,1,1,Transit,2016,Kepler,0,1.160,416.6920000
2605,Kepler-1542 b,Kepler-1542,1,4,Transit,2016,Kepler,0,0.760,399.1140000
2606,Kepler-1542 c,Kepler-1542,1,4,Transit,2016,Kepler,0,0.650,399.1140000
2607,Kepler-1542 d,Kepler-1542,1,4,Transit,2016,Kepler,0,0.870,399.1140000
2608,Kepler-1542 e,Kepler-1542,1,4,Transit,2016,Kepler,0,0.760,399.1140000
2609,Kepler-1543 b,Kepler-1543,1,1,Transit,2016,Kepler,0,2.710,921.7840000
2610,Kepler-1544 b,Kepler-1544,1,1,Transit,2016,Kepler,0,1.780,335.0900000
2611,Kepler-1545 b,Kepler-1545,1,1,Transit,2016,Kepler,0,2.700,729.9640000
2612,Kepler-1546 b,Kepler-1546,1,1,Transit,2016,Kepler,0,3.130,931.9560000
2613,Kepler-1547 b,Kepler-1547,1,1,Transit,2016,Kepler,0,0.900,674.6950000
2614,Kepler-1548 b,Kepler-1548,1,1,Transit,2016,Kepler,0,2.640,872.2790000
2615,Kepler-1549 b,Kepler-1549,1,1,Transit,2016,Kepler,0,2.570,803.0520000
2616,Kepler-155 b,Kepler-155,1,2,Transit,2014,Kepler,0,2.090,293.4990000
2617,Kepler-155 c,Kepler-155,1,2,Transit,2014,Kepler,0,2.240,293.4990000
2618,Kepler-1550 b,Kepler-1550,1,1,Transit,2016,Kepler,0,3.020,1179.0100000
2619,Kepler-1551 b,Kepler-1551,1,1,Transit,2016,Kepler,0,2.660,1463.7200000
2620,Kepler-1552 b,Kepler-1552,1,1,Transit,2016,Kepler,0,2.470,769.0960000
2621,Kepler-1553 b,Kepler-1553,1,1,Transit,2016,Kepler,0,1.150,692.5940000
2622,Kepler-1554 b,Kepler-1554,1,1,Transit,2016,Kepler,0,2.900,946.8470000
2623,Kepler-1555 b,Kepler-1555,1,1,Transit,2016,Kepler,0,1.610,2013.2700000
2624,Kepler-1556 b,Kepler-1556,1,1,Transit,2016,Kepler,0,1.960,944.5400000
2625,Kepler-1557 b,Kepler-1557,1,1,Transit,2016,Kepler,0,1.530,1380.1600000
2626,Kepler-1558 b,Kepler-1558,1,1,Transit,2016,Kepler,0,0.680,325.7370000
2627,Kepler-1559 b,Kepler-1559,1,1,Transit,2016,Kepler,0,0.720,614.8270000
2628,Kepler-156 b,Kepler-156,1,2,Transit,2014,Kepler,0,2.300,443.4830000
2629,Kepler-156 c,Kepler-156,1,2,Transit,2014,Kepler,0,2.550,443.4830000
2630,Kepler-1560 b,Kepler-1560,1,1,Transit,2016,Kepler,0,0.890,502.4970000
2631,Kepler-1561 b,Kepler-1561,1,1,Transit,2016,Kepler,0,1.090,839.0760000
2632,Kepler-1562 b,Kepler-1562,1,1,Transit,2016,Kepler,0,3.550,2060.7200000
2633,Kepler-1563 b,Kepler-1563,1,1,Transit,2016,Kepler,0,0.750,616.6970000
2634,Kepler-1564 b,Kepler-1564,1,1,Transit,2016,Kepler,0,1.470,908.8050000
2635,Kepler-1565 b,Kepler-1565,1,1,Transit,2016,Kepler,0,1.190,629.9300000
2636,Kepler-1566 b,Kepler-1566,1,1,Transit,2016,Kepler,0,0.790,466.5860000
2637,Kepler-1567 b,Kepler-1567,1,1,Transit,2016,Kepler,0,2.730,1206.1100000
2638,Kepler-1568 b,Kepler-1568,1,1,Transit,2016,Kepler,0,1.300,916.3130000
2639,Kepler-1569 b,Kepler-1569,1,1,Transit,2016,Kepler,0,1.680,945.4540000
2640,Kepler-157 b,Kepler-157,1,3,Transit,2014,Kepler,0,1.320,773.7130000
2641,Kepler-157 c,Kepler-157,1,3,Transit,2014,Kepler,0,2.240,773.7130000
2642,Kepler-157 d,Kepler-157,1,3,Transit,2016,Kepler,0,1.460,773.7130000
2643,Kepler-1570 b,Kepler-1570,1,1,Transit,2016,Kepler,0,1.070,918.9950000
2644,Kepler-1571 b,Kepler-1571,1,1,Transit,2016,Kepler,0,1.520,675.3030000
2645,Kepler-1572 b,Kepler-1572,1,1,Transit,2016,Kepler,0,0.940,946.6020000
2646,Kepler-1573 b,Kepler-1573,1,1,Transit,2016,Kepler,0,1.200,1455.3600000
2647,Kepler-1574 b,Kepler-1574,1,1,Transit,2016,Kepler,0,1.290,1384.1600000
2648,Kepler-1575 b,Kepler-1575,1,1,Transit,2016,Kepler,0,1.310,1246.9200000
2649,Kepler-1576 b,Kepler-1576,1,1,Transit,2016,Kepler,0,1.040,460.9100000
2650,Kepler-1577 b,Kepler-1577,1,1,Transit,2016,Kepler,0,1.130,510.0290000
2651,Kepler-1578 b,Kepler-1578,1,1,Transit,2016,Kepler,0,1.040,1064.0500000
2652,Kepler-1579 b,Kepler-1579,1,1,Transit,2016,Kepler,0,0.840,466.0000000
2653,Kepler-158 b,Kepler-158,1,2,Transit,2014,Kepler,0,2.120,315.1770000
2654,Kepler-158 c,Kepler-158,1,2,Transit,2014,Kepler,0,1.900,315.1770000
2655,Kepler-1580 b,Kepler-1580,1,1,Transit,2016,Kepler,0,2.110,1002.0200000
2656,Kepler-1581 b,Kepler-1581,1,1,Transit,2016,Kepler,0,0.800,493.1750000
2657,Kepler-1582 b,Kepler-1582,1,1,Transit,2016,Kepler,0,1.490,78.8906000
2658,Kepler-1583 b,Kepler-1583,1,1,Transit,2016,Kepler,0,0.600,403.9330000
2659,Kepler-1584 b,Kepler-1584,1,1,Transit,2016,Kepler,0,1.610,1416.3100000
2660,Kepler-1585 b,Kepler-1585,1,1,Transit,2016,Kepler,0,1.790,944.4650000
2661,Kepler-1586 b,Kepler-1586,1,1,Transit,2016,Kepler,0,1.520,552.5500000
2662,Kepler-1587 b,Kepler-1587,1,1,Transit,2016,Kepler,0,1.330,1026.4800000
2663,Kepler-1588 b,Kepler-1588,1,1,Transit,2016,Kepler,0,0.760,924.1410000
2664,Kepler-1589 b,Kepler-1589,1,1,Transit,2016,Kepler,0,1.090,1513.1400000
2665,Kepler-159 b,Kepler-159,1,2,Transit,2014,Kepler,0,2.380,373.7440000
2666,Kepler-159 c,Kepler-159,1,2,Transit,2014,Kepler,0,3.410,373.7440000
2667,Kepler-1590 b,Kepler-1590,1,1,Transit,2016,Kepler,0,1.140,771.1520000
2668,Kepler-1591 b,Kepler-1591,1,1,Transit,2016,Kepler,0,1.270,1419.5800000
2669,Kepler-1592 b,Kepler-1592,1,1,Transit,2016,Kepler,0,1.540,1639.4700000
2670,Kepler-1593 b,Kepler-1593,1,1,Transit,2016,Kepler,0,3.170,638.2490000
2671,Kepler-1594 b,Kepler-1594,1,1,Transit,2016,Kepler,0,1.060,976.8680000
2672,Kepler-1595 b,Kepler-1595,1,1,Transit,2016,Kepler,0,1.230,845.0220000
2673,Kepler-1596 b,Kepler-1596,1,1,Transit,2016,Kepler,0,1.900,2146.2300000
2674,Kepler-1597 b,Kepler-1597,1,1,Transit,2016,Kepler,0,1.060,1221.0500000
2675,Kepler-1598 b,Kepler-1598,1,1,Transit,2016,Kepler,0,0.950,619.8620000
2676,Kepler-1599 b,Kepler-1599,1,1,Transit,2016,Kepler,0,1.620,1328.2000000
2677,Kepler-16 b,Kepler-16,2,1,Transit,2011,Kepler,0,8.449,75.0852000
2678,Kepler-160 b,Kepler-160,1,3,Transit,2014,Kepler,0,1.715,937.0130000
2679,Kepler-160 c,Kepler-160,1,3,Transit,2014,Kepler,0,3.760,937.0130000
2680,Kepler-160 d,Kepler-160,1,3,Transit Timing Variations,2020,Kepler,0,,937.0130000
2681,Kepler-1600 b,Kepler-1600,1,2,Transit,2016,Kepler,0,3.130,1030.8100000
2682,Kepler-1600 c,Kepler-1600,1,2,Transit,2021,Kepler,0,1.942,1030.8100000
2683,Kepler-1601 b,Kepler-1601,1,1,Transit,2016,Kepler,0,0.820,644.4560000
2684,Kepler-1602 b,Kepler-1602,1,1,Transit,2016,Kepler,0,1.340,629.8040000
2685,Kepler-1603 b,Kepler-1603,1,1,Transit,2016,Kepler,0,1.290,2712.5800000
2686,Kepler-1604 b,Kepler-1604,1,1,Transit,2016,Kepler,0,1.410,541.1890000
2687,Kepler-1605 b,Kepler-1605,1,1,Transit,2016,Kepler,0,1.080,546.2300000
2688,Kepler-1606 b,Kepler-1606,1,1,Transit,2016,Kepler,0,2.070,831.2870000
2689,Kepler-1607 b,Kepler-1607,1,1,Transit,2016,Kepler,0,0.920,1286.1000000
2690,Kepler-1608 b,Kepler-1608,1,1,Transit,2016,Kepler,0,1.730,832.0000000
2691,Kepler-1609 b,Kepler-1609,1,1,Transit,2016,Kepler,0,2.220,1826.0400000
2692,Kepler-161 b,Kepler-161,1,2,Transit,2014,Kepler,0,2.120,434.6320000
2693,Kepler-161 c,Kepler-161,1,2,Transit,2014,Kepler,0,2.050,434.6320000
2694,Kepler-1610 b,Kepler-1610,1,1,Transit,2016,Kepler,0,1.610,864.3310000
2695,Kepler-1611 b,Kepler-1611,1,1,Transit,2016,Kepler,0,0.810,908.4440000
2696,Kepler-1612 b,Kepler-1612,1,1,Transit,2016,Kepler,0,1.030,764.7260000
2697,Kepler-1613 b,Kepler-1613,1,1,Transit,2016,Kepler,0,2.080,1508.3300000
2698,Kepler-1614 b,Kepler-1614,1,1,Transit,2016,Kepler,0,1.490,1191.1900000
2699,Kepler-1615 b,Kepler-1615,1,1,Transit,2016,Kepler,0,2.060,1393.8300000
2700,Kepler-1616 b,Kepler-1616,1,1,Transit,2016,Kepler,0,1.020,1137.8100000
2701,Kepler-1617 b,Kepler-1617,1,1,Transit,2016,Kepler,0,1.200,898.3100000
2702,Kepler-1618 b,Kepler-1618,1,1,Transit,2016,Kepler,0,1.260,1229.2500000
2703,Kepler-1619 b,Kepler-1619,1,1,Transit,2016,Kepler,0,0.760,734.8500000
2704,Kepler-162 b,Kepler-162,1,2,Transit,2014,Kepler,0,1.260,855.6410000
2705,Kepler-162 c,Kepler-162,1,2,Transit,2014,Kepler,0,3.030,855.6410000
2706,Kepler-1620 b,Kepler-1620,1,1,Transit,2016,Kepler,0,1.610,895.0690000
2707,Kepler-1621 b,Kepler-1621,1,1,Transit,2016,Kepler,0,2.160,1631.6600000
2708,Kepler-1622 b,Kepler-1622,1,1,Transit,2016,Kepler,0,1.470,796.4770000
2709,Kepler-1623 b,Kepler-1623,1,1,Transit,2016,Kepler,0,1.310,837.4810000
2710,Kepler-1624 b,Kepler-1624,1,1,Transit,2016,Kepler,0,5.700,258.9790000
2711,Kepler-1625 b,Kepler-1625,1,1,Transit,2016,Kepler,0,6.060,2310.1100000
2712,Kepler-1626 b,Kepler-1626,1,1,Transit,2016,Kepler,0,2.020,1368.8300000
2713,Kepler-1627 b,Kepler-1627,1,1,Transit,2016,Kepler,0,3.690,317.4370000
2714,Kepler-1628 b,Kepler-1628,1,1,Transit,2016,Kepler,0,6.430,352.0000000
2715,Kepler-1629 b,Kepler-1629,1,1,Transit,2016,Kepler,0,0.770,336.0900000
2716,Kepler-163 b,Kepler-163,1,2,Transit,2014,Kepler,0,1.050,689.8140000
2717,Kepler-163 c,Kepler-163,1,2,Transit,2014,Kepler,0,2.260,689.8140000
2718,Kepler-1630 b,Kepler-1630,1,1,Transit,2016,Kepler,0,2.190,331.2130000
2719,Kepler-1631 b,Kepler-1631,1,1,Transit,2016,Kepler,0,1.350,1305.9900000
2720,Kepler-1632 b,Kepler-1632,1,1,Transit,2016,Kepler,0,2.470,716.7600000
2721,Kepler-1633 b,Kepler-1633,1,1,Transit,2016,Kepler,0,1.580,1114.9100000
2722,Kepler-1634 b,Kepler-1634,1,1,Transit,2016,Kepler,0,3.190,617.3390000
2723,Kepler-1635 b,Kepler-1635,1,1,Transit,2016,Kepler,0,3.640,1069.4500000
2724,Kepler-1636 b,Kepler-1636,1,1,Transit,2016,Kepler,0,3.230,1947.5400000
2725,Kepler-1637 b,Kepler-1637,1,1,Transit,2016,Kepler,0,0.890,567.1870000
2726,Kepler-1638 b,Kepler-1638,1,1,Transit,2016,Kepler,0,1.870,1525.5200000
2727,Kepler-1639 b,Kepler-1639,1,1,Transit,2016,Kepler,0,2.580,1031.3100000
2728,Kepler-164 b,Kepler-164,1,3,Transit,2014,Kepler,0,1.410,890.7580000
2729,Kepler-164 c,Kepler-164,1,3,Transit,2014,Kepler,0,2.730,890.7580000
2730,Kepler-164 d,Kepler-164,1,3,Transit,2014,Kepler,0,2.450,890.7580000
2731,Kepler-1640 b,Kepler-1640,1,1,Transit,2016,Kepler,0,4.820,1859.7800000
2732,Kepler-1641 b,Kepler-1641,1,2,Transit,2016,Kepler,0,3.110,860.3700000
2733,Kepler-1641 c,Kepler-1641,1,2,Transit,2016,Kepler,0,2.950,860.3700000
2734,Kepler-1642 b,Kepler-1642,1,2,Transit,2016,Kepler,0,3.200,413.8730000
2735,Kepler-1642 c,Kepler-1642,1,2,Transit,2016,Kepler,0,2.660,413.8730000
2736,Kepler-1643 b,Kepler-1643,1,1,Transit,2016,Kepler,0,2.320,341.7740000
2737,Kepler-1644 b,Kepler-1644,1,1,Transit,2016,Kepler,0,1.880,629.2700000
2738,Kepler-1645 b,Kepler-1645,1,1,Transit,2016,Kepler,0,1.780,1202.4700000
2739,Kepler-1646 b,Kepler-1646,1,1,Transit,2016,Kepler,0,1.230,127.5910000
2740,Kepler-1647 b,Kepler-1647,2,1,Transit,2016,Kepler,0,11.874,1212.4500000
2741,Kepler-1649 b,Kepler-1649,1,2,Transit,2017,Kepler,0,1.017,92.1913000
2742,Kepler-1649 c,Kepler-1649,1,2,Transit,2020,Kepler,0,1.060,92.1913000
2743,Kepler-165 b,Kepler-165,1,2,Transit,2014,Kepler,0,2.320,560.8850000
2744,Kepler-165 c,Kepler-165,1,2,Transit,2014,Kepler,0,2.230,560.8850000
2745,Kepler-1650 b,Kepler-1650,1,1,Transit,2017,Kepler,0,0.960,134.3970000
2746,Kepler-1651 b,Kepler-1651,2,1,Transit,2017,Kepler,0,1.840,66.4074000
2747,Kepler-1652 b,Kepler-1652,1,1,Transit,2017,Kepler,0,1.600,252.0000000
2748,Kepler-1653 b,Kepler-1653,1,1,Transit,2017,Kepler,0,2.170,755.0000000
2749,Kepler-1654 b,Kepler-1654,1,1,Transit,2018,Kepler,0,9.180,568.1170000
2750,Kepler-1655 b,Kepler-1655,1,1,Transit,2018,Kepler,0,2.213,213.2600000
2751,Kepler-1656 b,Kepler-1656,1,2,Transit,2018,Kepler,0,4.520,185.8750000
2752,Kepler-1656 c,Kepler-1656,1,2,Radial Velocity,2022,W. M. Keck Observatory,0,14.000,185.8750000
2753,Kepler-1658 b,Kepler-1658,1,1,Transit,2019,Kepler,0,11.994,788.2380000
2754,Kepler-166 b,Kepler-166,1,3,Transit,2014,Kepler,0,2.270,603.5300000
2755,Kepler-166 c,Kepler-166,1,3,Transit,2014,Kepler,0,2.380,603.5300000
2756,Kepler-166 d,Kepler-166,1,3,Transit,2016,Kepler,0,1.730,603.5300000
2757,Kepler-1661 b,Kepler-1661,2,1,Transit,2020,Kepler,0,3.870,410.6070000
2758,Kepler-1663 b,Kepler-1663,1,1,Transit,2020,Kepler,0,3.304,337.9260000
2759,Kepler-1664 b,Kepler-1664,1,1,Transit,2020,Kepler,0,3.033,626.6910000
2760,Kepler-1665 b,Kepler-1665,1,1,Transit,2020,Kepler,0,2.839,335.5150000
2761,Kepler-1666 b,Kepler-1666,1,2,Transit,2020,Kepler,0,2.883,1379.3700000
2762,Kepler-1666 c,Kepler-1666,1,2,Transit,2020,Kepler,0,3.236,1379.3700000
2763,Kepler-1667 b,Kepler-1667,1,1,Transit,2020,Kepler,0,2.984,626.8190000
2764,Kepler-1668 b,Kepler-1668,1,1,Transit,2020,Kepler,0,4.348,1335.6400000
2765,Kepler-1669 b,Kepler-1669,1,2,Transit,2020,Kepler,0,2.780,543.4440000
2766,Kepler-1669 c,Kepler-1669,1,2,Transit,2021,Kepler,0,1.901,543.4440000
2767,Kepler-167 b,Kepler-167,2,4,Transit,2014,Kepler,0,1.718,341.9080000
2768,Kepler-167 c,Kepler-167,2,4,Transit,2014,Kepler,0,1.674,341.9080000
2769,Kepler-167 d,Kepler-167,2,4,Transit,2016,Kepler,0,1.238,341.9080000
2770,Kepler-167 e,Kepler-167,2,4,Transit,2016,Kepler,0,10.160,341.9080000
2771,Kepler-1670 b,Kepler-1670,1,1,Transit,2020,Kepler,0,3.356,2065.9800000
2772,Kepler-1671 b,Kepler-1671,1,1,Transit,2020,Kepler,0,1.326,357.0590000
2773,Kepler-1672 b,Kepler-1672,1,1,Transit,2020,Kepler,0,2.970,391.1810000
2774,Kepler-1673 b,Kepler-1673,1,1,Transit,2020,Kepler,0,2.936,727.1870000
2775,Kepler-1674 b,Kepler-1674,1,1,Transit,2020,Kepler,0,3.206,1012.4800000
2776,Kepler-1675 b,Kepler-1675,1,1,Transit,2020,Kepler,0,3.125,651.1170000
2777,Kepler-1676 b,Kepler-1676,1,1,Transit,2020,Kepler,0,3.377,
2778,Kepler-1677 b,Kepler-1677,1,1,Transit,2020,Kepler,0,2.702,735.3690000
2779,Kepler-1678 b,Kepler-1678,1,1,Transit,2020,Kepler,0,3.304,847.3390000
2780,Kepler-1679 b,Kepler-1679,1,1,Transit,2020,Kepler,0,2.069,909.2800000
2781,Kepler-168 b,Kepler-168,1,2,Transit,2014,Kepler,0,1.460,1343.6000000
2782,Kepler-168 c,Kepler-168,1,2,Transit,2014,Kepler,0,2.690,1343.6000000
2783,Kepler-1680 b,Kepler-1680,1,1,Transit,2020,Kepler,0,1.360,310.3150000
2784,Kepler-1681 b,Kepler-1681,1,1,Transit,2020,Kepler,0,2.553,758.3000000
2785,Kepler-1682 b,Kepler-1682,1,1,Transit,2020,Kepler,0,2.889,1159.8500000
2786,Kepler-1683 b,Kepler-1683,1,1,Transit,2020,Kepler,0,1.875,733.1430000
2787,Kepler-1684 b,Kepler-1684,1,1,Transit,2020,Kepler,0,2.871,621.9960000
2788,Kepler-1685 b,Kepler-1685,1,1,Transit,2020,Kepler,0,2.577,1141.8900000
2789,Kepler-1686 b,Kepler-1686,1,1,Transit,2020,Kepler,0,1.426,729.8230000
2790,Kepler-1687 b,Kepler-1687,1,1,Transit,2020,Kepler,0,1.656,417.0140000
2791,Kepler-1688 b,Kepler-1688,1,1,Transit,2020,Kepler,0,1.262,567.4468709
2792,Kepler-1689 b,Kepler-1689,1,1,Transit,2020,Kepler,0,0.947,294.1220000
2793,Kepler-169 b,Kepler-169,1,5,Transit,2014,Kepler,0,1.130,406.5290000
2794,Kepler-169 c,Kepler-169,1,5,Transit,2014,Kepler,0,1.210,406.5290000
2795,Kepler-169 d,Kepler-169,1,5,Transit,2014,Kepler,0,1.250,406.5290000
2796,Kepler-169 e,Kepler-169,1,5,Transit,2014,Kepler,0,2.200,406.5290000
2797,Kepler-169 f,Kepler-169,1,5,Transit,2014,Kepler,0,2.580,406.5290000
2798,Kepler-1690 b,Kepler-1690,1,1,Transit,2020,Kepler,0,2.811,703.7890000
2799,Kepler-1691 b,Kepler-1691,1,1,Transit,2020,Kepler,0,1.835,1267.6700000
2800,Kepler-1692 b,Kepler-1692,1,1,Transit,2020,Kepler,0,1.112,591.0190000
2801,Kepler-1693 b,Kepler-1693,1,2,Transit,2020,Kepler,0,1.289,760.0650000
2802,Kepler-1693 c,Kepler-1693,1,2,Transit,2021,Kepler,0,0.977,760.0650000
2803,Kepler-1694 b,Kepler-1694,1,1,Transit,2020,Kepler,0,1.180,513.3290000
2804,Kepler-1695 b,Kepler-1695,1,1,Transit,2020,Kepler,0,1.119,791.1750000
2805,Kepler-1696 b,Kepler-1696,1,1,Transit,2020,Kepler,0,2.810,1506.3600000
2806,Kepler-1697 b,Kepler-1697,1,1,Transit,2020,Kepler,0,1.260,247.7710000
2807,Kepler-1698 b,Kepler-1698,1,1,Transit,2020,Kepler,0,1.073,222.3450000
2808,Kepler-1699 b,Kepler-1699,1,1,Transit,2020,Kepler,0,1.567,818.7590000
2809,Kepler-17 b,Kepler-17,1,1,Transit,2011,Kepler,0,14.680,720.7530000
2810,Kepler-170 b,Kepler-170,1,2,Transit,2014,Kepler,0,3.200,738.6570000
2811,Kepler-170 c,Kepler-170,1,2,Transit,2014,Kepler,0,2.860,738.6570000
2812,Kepler-1700 b,Kepler-1700,1,1,Transit,2020,Kepler,0,2.901,717.5970000
2813,Kepler-1701 b,Kepler-1701,1,1,Transit,2020,Kepler,0,2.222,584.1420000
2814,Kepler-1702 b,Kepler-1702,1,1,Transit,2020,Kepler,0,1.602,857.1400000
2815,Kepler-1704 b,Kepler-1704,1,1,Transit,2013,Kepler,0,11.949,835.4550000
2816,Kepler-1705 b,Kepler-1705,1,2,Transit,2014,Kepler,0,2.030,1633.4900000
2817,Kepler-1705 c,Kepler-1705,1,2,Transit,2021,Kepler,0,2.050,1633.4900000
2818,Kepler-1708 b,Kepler-1708,1,1,Transit,2021,Kepler,0,9.960,1666.6900000
2819,Kepler-1709 b,Kepler-1709,1,1,Transit,2021,Kepler,0,3.124,273.9460000
2820,Kepler-171 b,Kepler-171,1,3,Transit,2014,Kepler,0,2.340,863.8550000
2821,Kepler-171 c,Kepler-171,1,3,Transit,2014,Kepler,0,2.560,863.8550000
2822,Kepler-171 d,Kepler-171,1,3,Transit,2014,Kepler,0,1.890,863.8550000
2823,Kepler-1710 b,Kepler-1710,1,1,Transit,2021,Kepler,0,3.197,305.1930000
2824,Kepler-1711 b,Kepler-1711,1,1,Transit,2021,Kepler,0,1.923,590.2680000
2825,Kepler-1712 b,Kepler-1712,1,1,Transit,2021,Kepler,0,2.284,156.2640000
2826,Kepler-1713 b,Kepler-1713,1,1,Transit,2021,Kepler,0,1.717,295.2930000
2827,Kepler-1714 b,Kepler-1714,1,1,Transit,2021,Kepler,0,3.264,409.4600000
2828,Kepler-1715 b,Kepler-1715,1,1,Transit,2021,Kepler,0,4.140,522.6050000
2829,Kepler-1716 b,Kepler-1716,1,1,Transit,2021,Kepler,0,2.425,195.4390000
2830,Kepler-1717 b,Kepler-1717,1,1,Transit,2021,Kepler,0,2.989,1008.7900000
2831,Kepler-1718 b,Kepler-1718,1,1,Transit,2021,Kepler,0,2.569,375.5220000
2832,Kepler-1719 b,Kepler-1719,1,1,Transit,2021,Kepler,0,3.950,905.4060000
2833,Kepler-172 b,Kepler-172,1,4,Transit,2014,Kepler,0,2.350,828.5920000
2834,Kepler-172 c,Kepler-172,1,4,Transit,2014,Kepler,0,2.860,828.5920000
2835,Kepler-172 d,Kepler-172,1,4,Transit,2014,Kepler,0,2.250,828.5920000
2836,Kepler-172 e,Kepler-172,1,4,Transit,2014,Kepler,0,2.760,828.5920000
2837,Kepler-1720 b,Kepler-1720,1,1,Transit,2021,Kepler,0,3.216,629.4450000
2838,Kepler-1721 b,Kepler-1721,1,1,Transit,2021,Kepler,0,3.119,641.3740000
2839,Kepler-1722 b,Kepler-1722,1,1,Transit,2021,Kepler,0,2.867,772.2830000
2840,Kepler-1723 b,Kepler-1723,1,1,Transit,2021,Kepler,0,2.880,811.2780000
2841,Kepler-1724 b,Kepler-1724,1,1,Transit,2021,Kepler,0,2.837,1060.7700000
2842,Kepler-1725 b,Kepler-1725,1,1,Transit,2021,Kepler,0,2.813,558.6520000
2843,Kepler-1726 b,Kepler-1726,1,1,Transit,2021,Kepler,0,2.509,390.5520000
2844,Kepler-1727 b,Kepler-1727,1,1,Transit,2021,Kepler,0,3.173,894.1870000
2845,Kepler-1728 b,Kepler-1728,1,1,Transit,2021,Kepler,0,2.955,651.7830000
2846,Kepler-1729 b,Kepler-1729,1,1,Transit,2021,Kepler,0,3.894,576.1810000
2847,Kepler-173 b,Kepler-173,1,2,Transit,2014,Kepler,0,1.290,833.1650000
2848,Kepler-173 c,Kepler-173,1,2,Transit,2014,Kepler,0,2.430,833.1650000
2849,Kepler-1730 b,Kepler-1730,1,1,Transit,2021,Kepler,0,4.485,1427.0800000
2850,Kepler-1731 b,Kepler-1731,1,1,Transit,2021,Kepler,0,2.933,169.9480000
2851,Kepler-1732 b,Kepler-1732,1,1,Transit,2021,Kepler,0,4.099,1289.4100000
2852,Kepler-1733 b,Kepler-1733,1,1,Transit,2021,Kepler,0,3.636,2080.5100000
2853,Kepler-1734 b,Kepler-1734,1,1,Transit,2021,Kepler,0,3.089,1482.8300000
2854,Kepler-1735 b,Kepler-1735,1,1,Transit,2021,Kepler,0,1.194,245.3030000
2855,Kepler-1736 b,Kepler-1736,1,1,Transit,2021,Kepler,0,3.877,1430.0000000
2856,Kepler-1737 b,Kepler-1737,1,1,Transit,2021,Kepler,0,5.395,
